投资方所在城市,融资方所在城市
佛山,郑州
广州,茂名
深圳,佛山
深圳,重庆
深圳,杭州
深圳,河源
重庆,上海
嘉兴,成都
嘉兴,济南
宁波,郑州
杭州,黄山
杭州,金华
杭州,合肥
拉萨,上海
福州,南平
长春,大连
南昌,九江
南昌,青岛
北京,滨州
北京,连云港
北京,沧州
北京,重庆
北京,宁波
苏州,北京
苏州,湖州
大连,沈阳
厦门,北京
厦门,福州
武汉,黄冈
南宁,桂林
北京,石家庄
北京,乌鲁木齐
北京,烟台
北京,海口
北京,大连
合肥,芜湖
深圳,铜仁
深圳,武汉
深圳,南宁
深圳,青岛
深圳,天津
嘉兴,上海
杭州,绍兴
杭州,天津
乌鲁木齐,上海
上海,芜湖
上海,珠海
上海,扬州
上海,百色
郑州,北京
郑州,上海
大连,北京
青岛,深圳
济南,深圳
张家口,北京
孝感,北京
杭州,衢州
长春,北京
南昌,北京
北京,廊坊
北京,合肥
北京,湘潭
沈阳,北京
上海,武汉
上海,宁波
上海,南昌
上海,南通
昆明,迪庆藏族自治州
玉溪,昆明
太原,运城
上海,张家口
上海,临沂
上海,廊坊
上海,阿拉善盟
上海,景德镇
上海,昌吉回族自治州
郑州,杭州
郑州,珠海
兰州,杭州
南通,苏州
南通,南京
南通,深圳
苏州,九江
苏州,盐城
常州,南京
徐州,宁波
无锡,南京
无锡,伊犁哈萨克自治州
南京,宿迁
南京,连云港
淮安,北京
西安,郑州
南宁,上海
青岛,九江
青岛,济宁
济南,湖州
济南,伊犁哈萨克自治州
保定,湖州
石家庄,滨州
石家庄,德州
石家庄,临沂
石家庄,上海
金华,宁波
金华,深圳
湖州,北京
宁波,衢州
宁波,郑州
温州,嘉兴
杭州,长沙
杭州,石家庄
杭州,宣城
杭州,昆明
杭州,拉萨
杭州,青岛
哈尔滨,大庆
哈尔滨,绥化
哈尔滨,牡丹江
乌鲁木齐,和田地区
乌鲁木齐,珠海
拉萨,长沙
拉萨,新余
拉萨,九江
拉萨,南宁
拉萨,烟台
拉萨,南通
烟台,威海
烟台,宁波
烟台,深圳
潍坊,青岛
成都,武汉
成都,自贡
成都,无锡
成都,南京
德阳,成都
绵阳,成都
银川,中卫
聊城,济南
长沙,株洲
长沙,邵阳
长沙,衡阳
长沙,张家界
长沙,郴州
威海,北京
临沂,济南
北京,黄山
北京,辽源
北京,佳木斯
北京,大庆
北京,漳州
北京,南平
北京,昌吉回族自治州
北京,黄石
北京,湘潭
北京,柳州
北京,枣庄
廊坊,嘉兴
安庆,合肥
珠海,长沙
珠海,宜春
珠海,天津
珠海,无锡
珠海,厦门
珠海,福州
广州,昆明
广州,乌鲁木齐
广州,长春
广州,海口
广州,沈阳
广州,云浮
广州,西安
广州,青岛
广州,伊犁哈萨克自治州
韶关,深圳
深圳,常德
深圳,蚌埠
深圳,湛江
深圳,衢州
深圳,台州
深圳,漳州
深圳,扬州
深圳,嘉峪关
深圳,黔东南苗族侗族自治州
深圳,柳州
博尔塔拉蒙古自治州,北京
大连,杭州
沈阳,长春
沈阳,鞍山
贵阳,成都
中山,长沙
重庆,广安
重庆,杭州
武汉,鄂州
武汉,厦门
东莞,杭州
东莞,北京
福州,莆田
厦门,龙岩
厦门,成都
镇江,北京
镇江,深圳
宿迁,南京
南昌,景德镇
赣州,嘉兴
鹰潭,北京
鹰潭,上海
新余,珠海
九江,宁波
九江,南昌
宜春,宁波
吉安,深圳
三亚,上海
山南地区,鹰潭
云浮,上海
伊犁哈萨克自治州,武汉
天津,石家庄
天津,武汉
天津,海口
天津,无锡
天津,本溪
天津,济南
上海,厦门
上海,苏州
北京,重庆
厦门,上海
长沙,永州
深圳,成都
杭州,绍兴
杭州,金华
杭州,嘉兴
杭州,南昌
乌鲁木齐,克拉玛依
成都,攀枝花
北京,长沙
北京,海口
北京,上海
上海,广州
上海,嘉兴
上海,杭州
上海,青岛
上海,南通
上海,南京
嘉兴,北京
宁波,杭州
杭州,北京
拉萨,北京
深圳,广州
青岛,北京
上海,深圳
上海,天津
天津,伊犁哈萨克自治州
深圳,惠州
杭州,上海
北京,石家庄
北京,重庆
北京,郑州
北京,鄂尔多斯
北京,徐州
苏州,北京
济南,北京
上海,台州
上海,北京
广州,深圳
淄博,烟台
淄博,潍坊
北京,成都
北京,西安
北京,广州
北京,长沙
北京,大连
长春,北京
苏州,北京
深圳,北京
北京,武汉
北京,济南
北京,西安
北京,昆明
北京,大连
北京,天津
南京,阜阳
南京,无锡
南京,聊城
南京,临沂
南京,阜阳
南京,温州
汕头,深圳
上海,北京
广州,长沙
广州,海口
广州,珠海
北京,西安
北京,青岛
北京,济南
北京,拉萨
北京,广州
上海,深圳
伊犁哈萨克自治州,北京
中山,上海
上海,宁波
上海,伊犁哈萨克自治州
广州,深圳
杭州,嘉兴
成都,北京
北京,长春
北京,徐州
北京,南京
北京,大连
北京,廊坊
济南,北京
济南,青岛
淮南,六安
成都,乐山
东莞,宜春
兰州,张掖
济南,临沂
大理白族自治州,昆明
郑州,上海
阜新,通辽
青岛,德州
长沙,武汉
长沙,怀化
常德,长沙
莱芜,青岛
昆明,红河哈尼族彝族自治州
昆明,玉溪
太原,朔州
太原,大同
太原,吕梁
乌鲁木齐,喀什地区
乌鲁木齐,伊犁哈萨克自治州
郑州,平顶山
郑州,新乡
郑州,驻马店
兰州,白银
南通,南京
南通,淮安
苏州,宣城
苏州,连云港
苏州,芜湖
苏州,杭州
苏州,惠州
苏州,青岛
苏州,天津
常州,泰州
常州,成都
常州,淮安
徐州,郴州
无锡,重庆
无锡,成都
无锡,盐城
无锡,深圳
南京,石家庄
南京,池州
南京,泰州
南京,天津
南京,成都
宝鸡,西安
西安,宝鸡
西安,太原
西安,苏州
南宁,百色
青岛,临沂
青岛,威海
青岛,德州
青岛,天津
济南,泰安
渭南,西安
石家庄,邢台
石家庄,唐山
石家庄,衡水
六安,淮南
滁州,上海
金华,黄山
嘉兴,衢州
嘉兴,台州
嘉兴,无锡
湖州,嘉兴
宁波,重庆
宁波,深圳
宁波,衢州
宁波,杭州
宁波,天津
杭州,温州
杭州,深圳
哈尔滨,佳木斯
哈尔滨,大庆
齐齐哈尔,黑河
拉萨,鹰潭
潍坊,淄博
呼和浩特,鄂尔多斯
成都,巴中
德阳,成都
绵阳,成都
临沂,连云港
北京,株洲
北京,张家口
北京,昆明
北京,广州
北京,嘉兴
北京,哈尔滨
北京,大庆
北京,邢台
北京,大同
北京,长春
北京,扬州
北京,赤峰
北京,无锡
北京,沈阳
北京,锦州
北京,湖州
北京,淄博
北京,济南
北京,枣庄
合肥,亳州
合肥,安庆
合肥,深圳
佛山,苏州
佛山,江门
佛山,广州
佛山,中山
广州,芜湖
广州,宁波
广州,青岛
深圳,滁州
深圳,佛山
深圳,嘉兴
深圳,温州
深圳,汕尾
深圳,梅州
深圳,咸宁
深圳,泰州
深圳,南通
深圳,淮安
深圳,渭南
台州,咸宁
台州,苏州
台州,无锡
长春,白山
大连,苏州
大连,上海
上海,长沙
上海,滁州
上海,舟山
上海,绍兴
上海,泉州
上海,上饶
上海,长春
重庆,武汉
重庆,南京
重庆,深圳
武汉,宜昌
武汉,苏州
东莞,上饶
东莞,嘉兴
东莞,宁波
东莞,永州
东莞,宜春
东莞,佛山
福州,泉州
厦门,菏泽
漳州,泉州
扬州,盐城
镇江,深圳
镇江,南京
泰州,南通
九江,上饶
温州,丽水
温州,常州
天津,常州
天津,沈阳
天津,济南
嘉兴,湖州
宁波,台州
杭州,绍兴
杭州,台州
太原,阳泉
北京,石家庄
北京,合肥
北京,绍兴
德州,青岛
德州,济南
菏泽,上海
太原,北京
太原,上海
咸宁,武汉
上海,郑州
上海,武汉
上海,成都
上海,广州
郑州,驻马店
郑州,北京
郑州,深圳
洛阳,郑州
开封,郑州
酒泉,兰州
南通,北京
苏州,宁波
苏州,盐城
常州,西安
常州,深圳
徐州,北京
无锡,镇江
无锡,合肥
南京,深圳
渭南,西安
西安,咸阳
西安,青岛
西安,成都
西安,北京
淄博,北京
烟台,济南
保定,郑州
承德,北京
六安,合肥
玉溪,昆明
嘉兴,湖州
宁波,深圳
宁波,广州
杭州,湖州
杭州,台州
杭州,武汉
哈尔滨,佳木斯
哈尔滨,中山
潍坊,上海
成都,德阳
成都,绵阳
绵阳,深圳
北京,邯郸
北京,保定
北京,唐山
北京,秦皇岛
北京,廊坊
北京,昆明
北京,太原
北京,拉萨
北京,大连
北京,沈阳
北京,贵阳
北京,济南
北京,潍坊
聊城,济南
长沙,北京
长沙,深圳
合肥,上海
马鞍山,上海
韶关,广州
深圳,长沙
深圳,珠海
深圳,重庆
深圳,温州
深圳,福州
深圳,厦门
深圳,沈阳
大连,苏州
大连,上海
眉山,成都
重庆,北京
重庆,西安
黄石,武汉
武汉,襄阳
武汉,上海
宜昌,武汉
福州,厦门
厦门,上海
厦门,漳州
泰州,南京
天津,成都
长沙,北京
西安,成都
上海,南通
上海,无锡
上海,伊犁哈萨克自治州
深圳,重庆
绍兴,北京
武汉,上海
武汉,深圳
杭州,上海
哈尔滨,深圳
台州,杭州
中山,深圳
郑州,深圳
成都,深圳
北京,嘉兴
北京,厦门
常州,北京
常州,上海
南京,长沙
金华,杭州
北京,西安
成都,深圳
南通,上海
苏州,上海
青岛,济宁
株洲,上海
威海,北京
北京,石家庄
北京,西安
北京,呼和浩特
北京,合肥
合肥,上海
深圳,合肥
东莞,北京
太原,北京
台州,上海
福州,北京
上海,苏州
赤峰,北京
成都,北京
湖州,杭州
烟台,上海
东营,滨州
马鞍山,上海
佛山,深圳
深圳,嘉兴
深圳,杭州
江门,深圳
广州,佛山
绍兴,宁波
杭州,绍兴
杭州,宁波
东莞,深圳
惠州,深圳
台州,上海
台州,宁波
福州,北京
南昌,北京
北京,合肥
北京,拉萨
北京,大连
盐城,平凉
大连,深圳
沈阳,北京
武汉,荆门
武汉,北京
西安,北京
泰安,深圳
烟台,上海
长沙,常德
长沙,深圳
深圳,广州
太原,阳泉
三沙,三亚
武汉,孝感
太原,忻州
长沙,岳阳
长沙,武汉
长沙,赣州
长沙,阿克苏地区
北京,长沙
北京,唐山
北京,芜湖
北京,昆明
北京,西宁
北京,上海
北京,苏州
北京,天津
北京,沈阳
北京,乌鲁木齐
合肥,阜阳
合肥,深圳
合肥,宣城
广州,赣州
广州,成都
武汉,上海
惠州,深圳
上海,成都
上海,苏州
泉州,福州
开封,郑州
成都,阿克苏地区
厦门,深圳
淮安,赣州
淮安,南京
西安,渭南
西安,咸阳
青岛,成都
昌吉回族自治州,阿克苏地区
中山,深圳
呼和浩特,鄂尔多斯
沈阳,朝阳
固原,吴忠
长春,北京
兰州,定西
上海,北京
北京,廊坊
深圳,惠州
泉州,福州
成都,达州
武汉,上海
北京,天津
长沙,湘潭
西安,北京
成都,巴中
柳州,南宁
济南,乐山
武汉,北京
福州,莆田
上海,宁波
上海,深圳
南昌,赣州
成都,宜宾
北京,青岛
白银,兰州
深圳,合肥
长沙,衡阳
张家口,邢台
张家口,承德
长沙,岳阳
长沙,衡阳
长沙,娄底
合肥,滁州
银川,吴忠
丹东,葫芦岛
深圳,宜昌
深圳,信阳
武汉,随州
杭州,湖州
保定,承德
呼和浩特,乌兰察布
自贡,葫芦岛
成都,阿坝藏族羌族自治州
北京,邯郸
北京,威海
北京,天津
北京,呼伦贝尔
北京,成都
北京,盐城
北京,潍坊
苏州,邢台
南京,苏州
乌鲁木齐,昌吉回族自治州
乌鲁木齐,哈密地区
南宁,桂林
北京,上海
广州,深圳
武汉,嘉兴
云浮,永州
北京,沧州
北京,郑州
北京,芜湖
深圳,重庆
深圳,郑州
深圳,青岛
深圳,大连
广州,宁波
广州,佛山
广州,上海
宁波,上海
哈尔滨,牡丹江
福州,泉州
南昌,宜春
昌吉回族自治州,镇江
苏州,成都
南京,镇江
南京,苏州
南京,无锡
沈阳,长春
上海,金华
上海,合肥
上海,南通
上海,无锡
上海,珠海
上海,盐城
青岛,西安
长沙,湘潭
长沙,岳阳
上海,深圳
北京,南通
天津,上海
葫芦岛,沈阳
北京,天津
北京,深圳
广州,深圳
天津,北京
天津,深圳
上海,天津
怀化,上海
西安,汉中
上海,六安
上海,宿州
上海,秦皇岛
上海,合肥
上海,佛山
上海,东莞
上海,郑州
上海,洛阳
上海,宿迁
上海,吉安
上海,泰安
北京,长沙
北京,张家口
北京,石家庄
北京,秦皇岛
北京,沧州
北京,合肥
北京,绥化
北京,朝阳
北京,襄阳
北京,锡林郭勒盟
北京,太原
北京,晋中
北京,乌鲁木齐
北京,郑州
北京,泰州
北京,包头
北京,沈阳
北京,西安
北京,枣庄
合肥,芜湖
合肥,滁州
深圳,常德
深圳,湖州
深圳,宜昌
深圳,郑州
深圳,九江
深圳,南京
深圳,盐城
深圳,揭阳
深圳,南宁
广州,长沙
广州,阳江
广州,商丘
广州,南宁
广州,武汉
嘉兴,杭州
武汉,随州
温州,丽水
杭州,宣城
杭州,苏州
哈尔滨,佳木斯
哈尔滨,大庆
运城,乌兰察布
福州,三明
兰州,白银
兰州,酒泉
南昌,宜春
成都,绵阳
成都,上海
苏州,湖州
苏州,宿迁
苏州,南京
南京,扬州
南京,南通
南京,盐城
大连,绥化
西安,安康
长沙,衡阳
石家庄,承德
兰州,白银
兰州,天水
南京,淮南
济南,滨州
上海,郑州
北京,青岛
北京,上海
深圳,东莞
苏州,上海
德州,济南
菏泽,宁波
日照,青岛
昆明,武汉
昆明,丽江
玉溪,昆明
丽江,昆明
太原,北京
太原,上海
晋中,太原
乌鲁木齐,和田地区
乌鲁木齐,巴音郭楞蒙古自治州
乌鲁木齐,大连
郑州,西安
兰州,嘉峪关
兰州,临夏回族自治州
兰州,酒泉
苏州,嘉兴
苏州,武汉
苏州,西安
苏州,连云港
苏州,青岛
苏州,南通
无锡,德州
无锡,南京
南京,青岛
泉州,广州
泉州,厦门
咸阳,渭南
西安,重庆
南宁,深圳
南宁,钦州
青岛,滨州
青岛,日照
青岛,成都
青岛,西安
青岛,昌吉回族自治州
贵港,深圳
石家庄,廊坊
石家庄,烟台
石家庄,潍坊
石家庄,深圳
唐山,北京
秦皇岛,合肥
秦皇岛,淮南
秦皇岛,嘉兴
秦皇岛,齐齐哈尔
秦皇岛,辽阳
秦皇岛,鞍山
秦皇岛,丹东
秦皇岛,娄底
秦皇岛,济南
六安,合肥
绍兴,宁波
嘉兴,湖州
宁波,金华
杭州,哈尔滨
杭州,郑州
杭州,无锡
杭州,南京
杭州,南宁
杭州,济南
烟台,潍坊
包头,呼和浩特
呼和浩特,乌海
呼和浩特,通辽
成都,昆明
成都,绍兴
成都,哈尔滨
成都,西安
攀枝花,成都
北京,菏泽
北京,临沂
北京,威海
北京,白山
北京,抚州
北京,通辽
北京,葫芦岛
北京,南通
北京,庆阳
北京,鞍山
北京,锦州
北京,咸阳
北京,聊城
北京,伊犁哈萨克自治州
吴忠,银川
长沙,怀化
长沙,武汉
长沙,广州
常德,张家界
威海,济南
廊坊,北京
合肥,宣城
合肥,铜陵
合肥,成都
天津,滨州
天津,舟山
天津,武汉
天津,兰州
天津,成都
天津,苏州
天津,广州
铜陵,上海
茂名,玉林
珠海,东莞
珠海,上海
广州,河源
广州,肇庆
广州,南昌
广州,宜春
广州,海口
广州,云浮
广州,天津
深圳,湘潭
深圳,茂名
深圳,汕头
深圳,太原
深圳,海口
深圳,厦门
深圳,大连
深圳,银川
红河哈尼族彝族自治州,昆明
长春,遵义
长春,青岛
长春,上海
大连,长沙
大连,威海
大连,青岛
大连,南京
沈阳,抚顺
抚顺,锦州
抚顺,盘锦
抚顺,沈阳
抚顺,葫芦岛
贵阳,毕节
安顺,贵阳
上海,宣城
上海,三沙
上海,芜湖
上海,铜陵
上海,六安
上海,荆门
上海,衢州
上海,拉萨
上海,镇江
上海,烟台
重庆,广安
重庆,广州
吕梁,太原
武汉,随州
武汉,咸宁
福州,龙岩
福州,北京
厦门,龙岩
泰州,上海
南昌,抚州
海口,三亚
海口,三沙
揭阳,深圳
北京,青岛
北京,无锡
北京,伊犁哈萨克自治州
金华,杭州
嘉兴,上海
宁波,上海
温州,杭州
杭州,宁波
东莞,广州
太原,北京
贵阳,北京
成都,北京
苏州,杭州
徐州,南京
南京,淮安
南京,徐州
南京,深圳
深圳,天津
深圳,厦门
沈阳,北京
上海,长沙
上海,西安
青岛,北京
上海,嘉兴
上海,苏州
北京,成都
南京,上海
北京,武汉
北京,廊坊
北京,天津
北京,上海
北京,深圳
天津,北京
深圳,北京
深圳,上海
南昌,九江
遂宁,成都
上海,宿迁
烟台,青岛
天津,上海
天津,深圳
昆明,拉萨
福州,厦门
上海,宁波
郑州,上海
厦门,福州
大连,深圳
北京,拉萨
青岛,上海
济南,德州
济南,泰安
长沙,北京
上海,南通
北京,沈阳
廊坊,北京
珠海,广州
深圳,南昌
深圳,长沙
杭州,北京
郑州,北京
成都,杭州
苏州,上海
南京,苏州
南京,上海
大连,北京
沈阳,北京
西安,北京
西安,庆阳
青岛,潍坊
济南,北京
临沂,青岛
滨州,青岛
石家庄,上海
石家庄,北京
贵阳,北京
合肥,宁波
合肥,杭州
珠海,广州
广州,青岛
广州,中山
深圳,嘉兴
深圳,桂林
深圳,苏州
深圳,昆明
深圳,福州
重庆,北京
重庆,南京
衢州,杭州
舟山,嘉兴
武汉,北京
武汉,上海
杭州,石家庄
哈尔滨,深圳
汕头,深圳
台州,上海
资阳,成都
拉萨,上海
福州,厦门
乌鲁木齐,北京
郑州,宁波
洛阳,北京
呼和浩特,北京
呼和浩特,巴彦淖尔
赣州,泉州
海口,北京
北京,石家庄
北京,唐山
北京,芜湖
北京,昆明
北京,宜春
北京,沈阳
北京,东营
北京,伊犁哈萨克自治州
南通,上海
南京,镇江
上海,金华
上海,大连
上海,武汉
上海,南宁
上海,济南
泰安,深圳
泰安,济南
青岛,济南
青岛,烟台
济南,济宁
东营,青岛
中山,上海
深圳,长沙
深圳,广州
北京,天津
天津,北京
上海,深圳
北京,聊城
北京,保定
北京,唐山
北京,广州
北京,哈尔滨
北京,郑州
北京,沈阳
北京,淄博
北京,济南
北京,潍坊
杭州,金华
杭州,嘉兴
杭州,湖州
北京,天津
北京,张家口
北京,廊坊
北京,珠海
北京,包头
北京,海口
北京,南宁
北京,银川
重庆,成都
重庆,深圳
广州,重庆
广州,佛山
杭州,上饶
杭州,武汉
杭州,西安
杭州,天津
杭州,广州
泉州,深圳
郑州,深圳
长春,深圳
成都,泸州
成都,上海
苏州,南通
天津,上海
无锡,上海
南京,苏州
南京,无锡
南京,淮安
厦门,北京
深圳,兰州
深圳,杭州
深圳,厦门
深圳,遵义
大连,北京
上海,张家口
上海,武汉
上海,宁波
上海,哈尔滨
上海,郑州
上海,大连
济南,青岛
伊犁哈萨克自治州,上海
长沙,株洲
衡阳,长沙
上海,宿州
上海,阜阳
上海,东莞
上海,兰州
上海,海口
上海,徐州
上海,贵阳
上海,南宁
上海,烟台
珠海,武汉
重庆,大同
重庆,广州
深圳,珠海
深圳,泉州
深圳,洛阳
深圳,长春
深圳,南通
广州,株洲
广州,郑州
广州,济南
广州,惠州
广州,合肥
广州,天津
金华,北京
武汉,杭州
武汉,成都
宁波,台州
宁波,南京
杭州,台州
杭州,南昌
杭州,南通
杭州,淮安
杭州,天津
常州,南京
台州,杭州
拉萨,上海
福州,广州
乌鲁木齐,巴音郭楞蒙古自治州
泉州,厦门
上饶,杭州
长春,哈尔滨
长春,深圳
扬州,北京
南昌,上饶
成都,郑州
成都,拉萨
成都,天津
成都,济南
北京,宿州
北京,马鞍山
北京,佛山
北京,绍兴
北京,大同
北京,南阳
北京,西宁
北京,德阳
北京,泸州
北京,南通
北京,中卫
北京,眉山
北京,南充
北京,淄博
南通,北京
苏州,武汉
苏州,宁波
苏州,芜湖
苏州,常州
天津,南京
无锡,喀什地区
无锡,杭州
无锡,镇江
南京,淮安
南京,宿迁
南京,天津
厦门,武汉
厦门,南昌
淮安,北京
淮安,上海
沈阳,济南
西安,广州
济南,临沂
济南,青岛
烟台,济南
延安,西安
上海,杭州
北京,大连
深圳,武汉
北京,成都
北京,贵阳
上海,厦门
昆明,深圳
上海,苏州
广州,深圳
绍兴,北京
拉萨,北京
北京,长沙
北京,郑州
北京,苏州
北京,青岛
苏州,上海
深圳,南昌
深圳,大同
深圳,厦门
广州,南宁
孝感,北京
武汉,北京
武汉,上海
宁波,杭州
杭州,衢州
杭州,舟山
杭州,天津
东莞,广州
福州,北京
厦门,福州
厦门,上海
郑州,北京
郑州,深圳
成都,广州
北京,三亚
北京,银川
北京,镇江
北京,包头
北京,九江
北京,海口
北京,湖州
北京,贵阳
北京,南宁
北京,烟台
苏州,南京
大连,上海
沈阳,北京
西安,北京
西安,韶关
贵阳,北京
贵阳,天津
贵阳,深圳
青岛,北京
济南,青岛
广州,北京
北京,郑州
天津,北京
上海,北京
杭州,金华
杭州,济南
北京,伊犁哈萨克自治州
昆明,上海
重庆,成都
深圳,长沙
深圳,东莞
深圳,佛山
深圳,成都
杭州,绍兴
杭州,深圳
拉萨,北京
上海,广州
上海,武汉
长春,沈阳
南昌,萍乡
南昌,上饶
南昌,宜春
北京,石家庄
北京,重庆
北京,沈阳
苏州,上海
沈阳,营口
沈阳,铁岭
武汉,杭州
武汉,西安
武汉,成都
武汉,深圳
青岛,无锡
广州,深圳
广州,深圳
深圳,惠州
成都,达州
北京,保定
北京,重庆
无锡,上海
深圳,广州
东莞,深圳
上海,湖州
保定,廊坊
石家庄,邯郸
长沙,郴州
阜阳,合肥
上海,绍兴
上海,金华
上海,泰州
上海,丽水
上海,徐州
上海,重庆
北京,滨州
北京,威海
北京,长春
北京,南昌
北京,海口
廊坊,天津
马鞍山,金华
广州,长沙
广州,赣州
广州,天津
深圳,郑州
深圳,济南
深圳,厦门
汕头,深圳
重庆,广安
重庆,西安
绍兴,嘉兴
嘉兴,上海
嘉兴,杭州
温州,宁波
杭州,舟山
杭州,台州
杭州,苏州
东莞,深圳
太原,晋中
福州,厦门
福州,上海
福州,三明
郑州,焦作
郑州,许昌
南昌,上饶
成都,南充
成都,郑州
南通,武汉
常州,嘉兴
常州,青岛
南京,芜湖
厦门,漳州
武汉,襄阳
武汉,深圳
西安,渭南
济南,济宁
东营,滨州
中山,珠海
天津,廊坊
长沙,上海
廊坊,北京
佛山,嘉兴
重庆,深圳
广州,杭州
广州,惠州
广州,珠海
广州,佛山
武汉,北京
杭州,上海
杭州,金华
福州,上海
上海,南京
厦门,北京
厦门,漳州
郑州,开封
郑州,上海
郑州,深圳
成都,资阳
成都,北京
北京,吉林
北京,廊坊
北京,苏州
天津,北京
天津,上海
南京,深圳
眉山,成都
淄博,青岛
长沙,湘潭
北京,长沙
北京,武汉
北京,昌吉回族自治州
北京,银川
北京,深圳
深圳,南京
苏州,上海
上海,绍兴
上海,苏州
上海,无锡
北京,南通
西安,苏州
北京,白银
北京,阿勒泰地区
北京,武汉
北京,大连
深圳,武汉
深圳,成都
宁波,上海
拉萨,北京
喀什地区,南京
北京,杭州
北京,乌鲁木齐
上海,青岛
上海,苏州
上海,常州
上海,南京
上海,深圳
上海,武汉
合肥,北京
珠海,深圳
广州,深圳
深圳,重庆
深圳,西安
深圳,南京
深圳,昆明
舟山,北京
嘉兴,上海
宁波,杭州
杭州,南京
拉萨,上海
北京,宁波
北京,西安
北京,拉萨
南通,北京
无锡,北京
喀什地区,北京
伊犁哈萨克自治州,北京
上海,北京
杭州,上海
哈尔滨,温州
北京,荆门
北京,南平
北京,扬州
北京,新余
北京,成都
北京,定西
北京,柳州
深圳,成都
深圳,昆明
深圳,广州
惠州,深圳
拉萨,深圳
呼和浩特,深圳
宜春,九江
海口,深圳
北京,武汉
苏州,曲靖
深圳,苏州
深圳,福州
深圳,毕节
大连,深圳
上海,温州
上海,苏州
贵阳,毕节
天津,宁波
拉萨,上海
拉萨,湘西土家族苗族自治州
深圳,广州
临沂,青岛
石家庄,杭州
合肥,宁波
珠海,上海
重庆,新余
重庆,宁波
深圳,宿州
深圳,合肥
深圳,韶关
深圳,长春
深圳,南通
深圳,大连
深圳,伊犁哈萨克自治州
深圳,哈尔滨
广州,上海
嘉兴,上海
宁波,深圳
杭州,金华
杭州,湖州
东莞,深圳
哈尔滨,嘉兴
贵阳,北京
拉萨,成都
拉萨,南通
拉萨,南京
拉萨,珠海
乌鲁木齐,深圳
郑州,芜湖
喀什地区,厦门
南昌,赣州
南昌,九江
赣州,南昌
成都,广元
北京,德州
北京,齐齐哈尔
北京,邵阳
北京,重庆
北京,哈尔滨
北京,梅州
北京,荆州
北京,咸宁
北京,信阳
北京,三门峡
北京,漯河
北京,龙岩
北京,拉萨
北京,红河哈尼族彝族自治州
北京,上饶
北京,泰州
北京,白银
北京,盘锦
北京,南昌
北京,吴忠
北京,眉山
北京,延边朝鲜族自治州
北京,咸阳
北京,巴音郭楞蒙古自治州
苏州,嘉兴
天津,厦门
南京,苏州
上海,重庆
上海,泰州
上海,贵阳
西安,成都
伊犁哈萨克自治州,拉萨
伊犁哈萨克自治州,嘉兴
银川,深圳
石家庄,衡水
北京,威海
北京,吕梁
北京,重庆
北京,温州
北京,运城
北京,鄂尔多斯
北京,湖州
广州,清远
深圳,东莞
杭州,绍兴
杭州,金华
杭州,丽水
上海,聊城
上海,金华
上海,嘉兴
上海,南京
上海,淄博
上海,潍坊
郑州,新乡
沈阳,铁岭
武汉,宜昌
西安,咸阳
济南,德州
北京,成都
上海,抚州
上海,大连
哈尔滨,七台河
哈尔滨,双鸭山
长春,白城
北京,承德
北京,滨州
北京,唐山
北京,乌鲁木齐
北京,乌兰察布
北京,榆林
济南,济宁
六安,合肥
北京,长沙
北京,张家口
北京,日照
北京,沧州
北京,拉萨
北京,福州
深圳,上海
深圳,广州
杭州,湖州
杭州,温州
杭州,成都
杭州,北京
成都,北京
苏州,南京
南京,北京
上海,濮阳
上海,合肥
上海,无锡
西安,咸阳
济南,聊城
济南,德州
济南,日照
济南,淄博
济南,潍坊
济南,东营
北京,唐山
北京,常州
北京,兰州
杭州,金华
沈阳,北京
西安,北京
石家庄,保定
石家庄,潍坊
北京,承德
北京,威海
北京,秦皇岛
北京,衡水
北京,南阳
北京,洛阳
北京,新乡
北京,阿克苏地区
北京,海口
北京,无锡
北京,厦门
北京,淮安
北京,庆阳
北京,大连
北京,宜昌
北京,南宁
北京,淄博
北京,银川
佛山,广州
广州,肇庆
广州,南昌
广州,海口
广州,佛山
深圳,武汉
深圳,西安
深圳,苏州
深圳,南京
杭州,宁波
杭州,青岛
上海,衢州
上海,丽水
上海,南昌
上海,盐城
上海,湖州
上海,潍坊
郑州,信阳
郑州,南阳
长春,北京
长春,白城
成都,南充
成都,上海
成都,深圳
苏州,南京
苏州,上海
南京,扬州
南京,镇江
南京,太原
南京,淮安
沈阳,北京
沈阳,武汉
北京,邯郸
北京,沧州
北京,临沂
北京,湖州
北京,太原
北京,南宁
杭州,嘉兴
杭州,湖州
上海,杭州
上海,鹰潭
天津,上海
西安,深圳
北京,深圳
北京,太原
北京,伊犁哈萨克自治州
广州,清远
太原,大同
福州,三明
长沙,株洲
长沙,益阳
保定,吴忠
北京,临沂
北京,大兴安岭地区
北京,马鞍山
北京,安庆
北京,襄阳
北京,大庆
北京,商丘
北京,泰州
北京,三明
北京,黑河
北京,平顶山
北京,凉山彝族自治州
北京,巴彦淖尔
北京,淮安
北京,乌鲁木齐
北京,眉山
北京,渭南
北京,淄博
北京,芜湖
合肥,六安
合肥,铜陵
常州,南京
珠海,中山
佛山,广州
广州,清远
广州,上海
广州,佛山
深圳,岳阳
深圳,佛山
深圳,金华
深圳,宜春
深圳,盐城
深圳,济南
重庆,深圳
嘉兴,杭州
嘉兴,深圳
武汉,黄冈
武汉,成都
宁波,台州
杭州,青岛
杭州,衢州
杭州,广州
